link,qu0,qd0,h0
6886068,1.4400404e-36,1.4400404e-36,0.0
6886078,1.0791267e-36,1.0791267e-36,0.0
6886092,8.540613e-37,8.540613e-37,0.0
6886098,4.2470886e-37,4.2470886e-37,0.0
6886114,7.873807e-37,7.873807e-37,0.0
6886118,1.40738445e-36,1.40738445e-36,0.0
6886126,1.02561e-36,1.02561e-36,0.0
6886148,6.889413e-37,6.889413e-37,0.0
6886158,6.34324e-37,6.34324e-37,0.0
6886168,4.7685653e-37,4.7685653e-37,0.0
6886246,1.18629695e-36,1.18629695e-36,0.0
6886264,1.46101665e-36,1.46101665e-36,0.0
6886268,1.2957342e-36,1.2957342e-36,0.0
6886288,1.2961806e-36,1.2961806e-36,0.0
6886290,1.4309417e-36,1.4309417e-36,0.0
6886308,7.4911434e-37,7.4911434e-37,0.0
6886312,1.2065218e-36,1.2065218e-36,0.0
6886368,4.8518083e-37,4.8518083e-37,0.0
6886390,1.43865865e-36,1.43865865e-36,0.0
6886396,9.815198e-37,9.815198e-37,0.0
6886398,1.3187273e-36,1.3187273e-36,0.0
6886402,1.1628251e-36,1.1628251e-36,0.0
6886404,1.1206372e-36,1.1206372e-36,0.0
6886444,5.583931e-37,5.583931e-37,0.0
6886510,1.2568117e-36,1.2568117e-36,0.0
6886540,3.7359252e-37,3.7359252e-37,0.0
6886568,1.2525247e-36,1.2525247e-36,0.0
6886578,4.228951e-37,4.228951e-37,0.0
6886596,6.0230427e-37,6.0230427e-37,0.0
6886608,9.122395e-37,9.122395e-37,0.0
6886616,1.1312034e-36,1.1312034e-36,0.0
6886630,1.4161899e-36,1.4161899e-36,0.0
6886642,1.2223981e-36,1.2223981e-36,9.313226e-10
6886646,1.3297333e-36,1.3297333e-36,0.0
6886730,9.977933e-37,9.977933e-37,0.0
6886760,1.1105283e-36,1.1105283e-36,0.0
6886768,1.0052395e-36,1.0052395e-36,0.0
6886772,5.4167596e-36,5.4167596e-36,0.0
6886784,5.0379913e-37,5.0379913e-37,0.0
6887048,1.0129419e-36,1.0129419e-36,0.0
6887070,1.155217e-36,1.155217e-36,0.0
6887076,1.3836711e-36,1.3836711e-36,0.0
6887124,4.1028297e-36,4.1028297e-36,0.0
6886082,2.0844107e-36,2.0844107e-36,0.0
6886120,1.0012355e-36,1.0012355e-36,0.0
6886132,3.689011e-36,3.689011e-36,0.0
6886178,6.9607044e-36,6.9607044e-36,0.0
6886180,2.2364903e-36,2.2364903e-36,2.7939677e-09
6886186,2.5181966e-36,2.5181966e-36,0.0
6886192,1.1752412e-36,1.1752412e-36,0.0
6886194,7.569539e-37,7.569539e-37,0.0
6886212,1.755155e-36,1.755155e-36,0.0
6886278,4.4480142e-36,4.4480142e-36,0.0
6886302,2.6970186e-36,2.6970186e-36,0.0
6886348,3.2540297e-36,3.2540297e-36,0.0
6886416,2.2942198e-36,2.2942198e-36,0.0
6886424,4.953772e-36,4.953772e-36,0.0
6886464,3.712177e-36,3.712177e-36,0.0
6886474,1.1900916e-35,1.1900916e-35,0.0
6886480,4.893707e-36,4.893707e-36,0.0
6886566,3.1631947e-36,3.1631947e-36,0.0
6886628,2.1240853e-36,2.1240853e-36,0.0
6886650,2.2685633e-36,2.2685633e-36,0.0
6886706,2.973201e-36,2.973201e-36,0.0
6886712,4.93689e-36,4.93689e-36,0.0
6886734,7.379215e-36,7.379215e-36,0.0
6886782,3.086525e-36,3.086525e-36,0.0
6887060,2.2618073e-36,2.2618073e-36,0.0
6887078,2.0739581e-36,2.0739581e-36,0.0
6887088,2.1164091e-36,2.1164091e-36,0.0
6887122,4.3429175e-36,4.3429175e-36,9.313226e-10
6887132,8.965281e-36,8.965281e-36,0.0
6887136,2.2317057e-36,2.2317057e-36,0.0
6886202,3.9200932e-36,3.9200932e-36,0.0
6886208,9.378009e-36,9.378009e-36,0.0
6886294,3.643145e-36,3.643145e-36,0.0
6886420,1.7832282e-35,1.7832282e-35,0.0
6886656,4.5936226e-36,4.5936226e-36,0.0
6886754,7.887055e-36,7.887055e-36,0.0
6887080,4.384571e-36,4.384571e-36,0.0
6887134,1.6564587e-35,1.6564587e-35,0.0
6887494,9.54648e-36,9.54648e-36,0.0
6886140,1.366726e-35,1.366726e-35,0.0
6886472,2.5035794e-35,2.5035794e-35,0.0
6886716,2.4744917e-35,2.4744917e-35,9.313226e-10
6887492,5.062667e-36,5.062667e-36,0.0
6886142,2.1238675e-35,2.1238675e-35,0.0
6886710,3.51991e-35,3.51991e-35,0.0
6887082,3.3443322e-35,3.3443322e-35,0.0
6887496,1.4943317e-35,1.4943317e-35,0.0
6886678,1.5617903e-35,1.5617903e-35,0.0
6887054,2.9911714e-35,2.9911714e-35,0.0
6887074,3.9630328e-35,3.9630328e-35,0.0
6886200,3.3799842e-35,3.3799842e-35,0.0
6886680,6.4238884e-35,6.4238884e-35,0.0
6887084,4.9037756e-35,4.9037756e-35,0.0
6886220,3.8505978e-35,3.8505978e-35,0.0
6886660,8.52245e-35,8.52245e-35,0.0
6887086,6.1968504e-35,6.1968504e-35,0.0
6886248,4.8646766e-35,4.8646766e-35,0.0
6886502,6.846098e-35,6.846098e-35,0.0
6886296,5.655952e-35,5.655952e-35,0.0
6886496,7.372762e-35,7.372762e-35,0.0
6886326,6.19627e-35,6.19627e-35,0.0
6886394,8.0534455e-35,8.0534455e-35,0.0
1967137,0.035999052,0.035999052,0.107593715
1967139,0.001354539,0.001354539,0.051502664
1967341,0.007850491,0.007850491,0.061527416
1967343,0.0075768074,0.0075768074,0.041731823
1967369,0.0030568254,0.0030568254,0.024043161
1967427,0.0019068255,0.0019068255,0.018668415
1967455,0.012968657,0.012968657,0.049808983
1967487,0.009901359,0.009901359,0.062970236
1967517,0.000870943,0.000870943,0.009127232
1967611,0.009986288,0.009986288,0.093513146
1967651,0.010845394,0.010845394,0.030954916
1967669,0.0036895878,0.0036895878,0.028754247
1967691,0.008373185,0.008373185,0.025518911
1967745,7.792077e-36,7.792077e-36,0.0
1967757,0.00015510237,0.00015510237,0.026751788
1967765,0.0041427515,0.0041427515,0.03203638
1967789,0.0031381524,0.0031381524,0.039178804
1967797,0.000997058,0.000997058,0.10581171
1967825,0.005194716,0.005194716,0.06021537
1967843,0.00097044476,0.00097044476,0.008820884
1967847,1.2516329e-35,1.2516329e-35,0.0
1967851,0.0005371892,0.0005371892,0.0067644967
1967853,0.0015134532,0.0015134532,0.0138230035
1967879,0.010567941,0.010567941,0.22396205
1967889,0.02178883,0.02178883,0.18782344
1967895,0.034028202,0.034028202,0.120891
1967901,0.0010083453,0.0010083453,0.009605589
1967913,0.0099622775,0.0099622775,0.055657834
1967919,0.00074896385,0.00074896385,0.008307
1967935,0.0032954891,0.0032954891,0.023834959
1967941,1.7105565e-35,1.7105565e-35,0.0
1967945,0.001745113,0.001745113,0.01455254
1967951,0.00043200035,0.00043200035,0.009557395
1967953,0.010134929,0.010134929,0.04944229
1967955,0.00047982603,0.00047982603,0.0061607603
1967961,0.0013727936,0.0013727936,0.019139284
1967963,0.0029210246,0.0029210246,0.023318363
1967969,0.0004990799,0.0004990799,0.008305595
1967971,0.0041323616,0.0041323616,0.028822113
1967973,0.016910315,0.016910315,0.08389351
1967977,0.008003008,0.008003008,0.04232233
1967985,0.007866089,0.007866089,0.033997186
1967987,0.004666628,0.004666628,0.034622494
1967999,0.10121411,0.10121411,0.21656701
1968001,0.0050699757,0.0050699757,0.03822795
1968179,0.046241276,0.046241276,0.15027672
1968185,0.014605174,0.014605174,0.33065194
1968213,0.0005643547,0.0005643547,0.037954528
1968219,0.100175835,0.100175835,0.87951344
1968221,1.6605109e-35,1.6605109e-35,0.0
1968255,2.1269259e-36,2.1269259e-36,0.0
1968259,1.9852434e-36,1.9852434e-36,0.0
1968261,2.799863e-05,2.799863e-05,0.03858678
1968269,2.2545562e-36,2.2545562e-36,0.0
1968273,2.3377466e-36,2.3377466e-36,0.0
1968279,3.099098e-36,3.099098e-36,0.0
1968283,2.1361688e-36,2.1361688e-36,0.0
1968403,0.35694557,0.35694557,0.0
1968405,0.0035493847,0.0035493847,0.06388687
1968407,2.1697755e-35,2.1697755e-35,0.0
1968411,2.088175e-36,2.088175e-36,0.0
1968415,1.5890289e-36,1.5890289e-36,0.0
1969083,0.00022785767,0.00022785767,0.0038879132
1969091,0.0003534914,0.0003534914,0.004927475
1969093,3.9014478e-05,3.9014478e-05,0.0020561805
1969105,0.007839263,0.007839263,0.037523117
1969115,0.0020629629,0.0020629629,0.024954414
1969161,0.00012867451,0.00012867451,0.0023393733
1969185,7.300471e-05,7.300471e-05,0.0016424414
1969195,4.9823884e-05,4.9823884e-05,0.018614799
1969275,0.00441781,0.00441781,0.082494415
1969281,1.6436123e-05,1.6436123e-05,0.0070747472
1969337,8.22971e-08,8.22971e-08,0.00059442036
1969339,4.946585e-07,4.946585e-07,0.001518826
1969719,0.00016505302,0.00016505302,0.006824433
1969721,0.0027776328,0.0027776328,0.021753928
1969729,0.0055542644,0.0055542644,0.17034763
1969733,7.760213e-37,7.760213e-37,0.0
1969747,0.00079957437,0.00079957437,0.009950113
1969749,0.000862082,0.000862082,0.015780522
1969755,0.0015139272,0.0015139272,0.017174084
1969761,0.0033578326,0.0033578326,0.03346354
1969765,0.006652083,0.006652083,0.036094636
1969767,0.005584595,0.005584595,0.044691797
1969771,0.0003331128,0.0003331128,0.0058143046
1969775,0.0038886997,0.0038886997,0.032953575
1969777,8.944786e-36,8.944786e-36,0.0
1969781,0.0068782847,0.0068782847,0.06816129
1969783,2.0166768e-35,2.0166768e-35,0.0
1969785,0.0041765147,0.0041765147,0.049637534
1969787,0.0010089399,0.0010089399,0.012458644
1969793,0.026830403,0.026830403,0.14691073
1969795,0.0058542714,0.0058542714,0.06012394
1969797,0.0016841141,0.0016841141,0.03078423
1969805,0.0025903273,0.0025903273,0.047386456
1969809,0.011434585,0.011434585,0.08376956
1969811,0.0023600194,0.0023600194,0.025049604
1969813,2.85338e-35,2.85338e-35,0.0
1969815,0.0040815515,0.0040815515,0.031735417
1969819,0.0032036477,0.0032036477,0.043837782
1969821,3.3421726e-05,3.3421726e-05,0.00066005904
1969823,0.03009252,0.03009252,0.10461229
1969827,0.015982226,0.015982226,0.13417351
1969829,0.014701053,0.014701053,0.085933045
1969839,2.521874e-35,2.521874e-35,0.0
1969845,0.00029161244,0.00029161244,0.0047337003
1969847,0.0010288396,0.0010288396,0.021644676
1969849,0.00024389467,0.00024389467,0.0057209674
1969855,0.0004049372,0.0004049372,0.009085334
1969857,0.0001794544,0.0001794544,0.0052838577
1969861,0.00036331484,0.00036331484,0.007341123
1969865,0.00046039463,0.00046039463,0.0048470655
1969877,0.011258609,0.011258609,0.097505055
1969879,0.0003971116,0.0003971116,0.005077189
1969885,0.0020497125,0.0020497125,0.027284406
1969887,0.0005608638,0.0005608638,0.0065686395
1969889,0.0885968,0.0885968,0.8548533
1969893,0.004060416,0.004060416,0.021386463
1969899,0.0038401964,0.0038401964,0.023106985
1969901,0.0009734465,0.0009734465,0.030439021
1969909,0.003140871,0.003140871,0.017836934
1969911,0.003403733,0.003403733,0.026590154
1969913,0.025920302,0.025920302,0.07708437
1969923,0.011965395,0.011965395,0.044022374
1969927,0.014728075,0.014728075,0.08866163
1969933,0.0001644854,0.0001644854,0.004171986
1969943,6.3662614e-05,6.3662614e-05,0.002188908
1969947,0.0017993175,0.0017993175,0.014581866
1969951,0.00054615235,0.00054615235,0.009273463
1969955,0.0038016238,0.0038016238,0.022153227
1969967,0.0040973597,0.0040973597,0.031331107
1969969,0.02610623,0.02610623,0.080235645
1969971,0.0054800473,0.0054800473,0.038514614
1969975,0.039539006,0.039539006,0.1227101
1969979,0.0014146,0.0014146,0.15236242
1969981,0.005538778,0.005538778,0.031221066
1969991,0.03336175,0.03336175,0.089158386
1969993,0.0049532093,0.0049532093,0.03331445
1969997,0.02860067,0.02860067,0.07247227
1969999,0.0040957886,0.0040957886,0.04563645
1970011,0.016730463,0.016730463,0.05442152
1970019,0.030966526,0.030966526,0.099884875
1970033,0.005971774,0.005971774,0.04657983
1970035,0.052353527,0.052353527,0.14365251
1970047,0.009173525,0.009173525,0.22069837
1970049,0.005093334,0.005093334,0.067378
1970053,0.22013511,0.22013511,0.33613542
1970061,0.029869625,0.029869625,0.11677581
1970073,0.090854414,0.090854414,0.8671076
1970235,0.0017144455,0.0017144455,0.015270366
1970239,0.0009786206,0.0009786206,0.021110842
1970245,0.00017188028,0.00017188028,0.008112167
1970251,0.008764985,0.008764985,0.076728955
1970253,0.007632813,0.007632813,0.06766562
1970255,0.012147309,0.012147309,0.07762963
1970257,0.00054754125,0.00054754125,0.0077675385
1970259,3.2885795e-35,3.2885795e-35,0.0
1970267,0.0047394526,0.0047394526,0.058244776
1970269,0.0037643027,0.0037643027,0.036893338
1970271,0.022398772,0.022398772,0.10146226
1970273,0.002746483,0.002746483,0.031608447
1970277,0.00015268486,0.00015268486,0.0040580193
1970279,0.009314858,0.009314858,0.051619068
1970281,0.0066175205,0.0066175205,0.073453695
1970283,0.010049202,0.010049202,0.0533899
1970285,0.0062629413,0.0062629413,0.04284615
1970289,1.17993065e-35,1.17993065e-35,0.0
1970293,1.4864125e-35,1.4864125e-35,0.0
1970295,0.004095742,0.004095742,0.030821232
1970297,0.0035018635,0.0035018635,0.028871534
1970299,2.81088e-35,2.81088e-35,0.0
1970303,0.0031671277,0.0031671277,0.034876548
1970307,0.01564401,0.01564401,0.129892
1970309,5.203255e-36,5.203255e-36,0.0
1970317,8.6747576e-07,8.6747576e-07,0.0001356341
1970321,0.049117878,0.049117878,0.111785874
1970325,0.0026444956,0.0026444956,0.040109884
1970327,0.0125749465,0.0125749465,0.08563258
1970329,0.00047195755,0.00047195755,0.02226959
1970331,0.004796488,0.004796488,0.04049364
1970333,0.025151448,0.025151448,0.34958088
1970337,0.033442326,0.033442326,0.14393984
1970345,0.0045596384,0.0045596384,0.03507426
1970349,0.05858873,0.05858873,0.073356524
1970355,0.025220776,0.025220776,0.09764247
1970357,0.03172807,0.03172807,0.20538165
1970359,0.03250534,0.03250534,0.111242674
1970363,0.040080626,0.040080626,0.15343307
1970365,0.02438512,0.02438512,0.13344926
1970367,0.009043068,0.009043068,0.24673602
1970373,9.970173e-35,9.970173e-35,0.0
1970385,5.987257e-35,5.987257e-35,0.0
1970387,0.011380132,0.011380132,0.25290492
1970391,0.014072716,0.014072716,0.11491529
1970393,0.03446152,0.03446152,0.11974859
1970397,0.022037303,0.022037303,0.09096453
1970411,0.12999357,0.12999357,0.28340328
1970415,2.6409688e-35,2.6409688e-35,0.0
1970423,0.014509389,0.014509389,0.07187878
1970425,0.052502047,0.052502047,0.12353948
1970429,0.1168095,0.1168095,0.26245072
1970431,9.627163e-35,9.627163e-35,0.0
1970433,0.040155675,0.040155675,0.15155046
1970439,0.043540295,0.043540295,0.13797127
1970443,0.31047973,0.31047973,0.2173239
1970453,0.11003785,0.11003785,0.14708954
1970735,2.0297052e-35,2.0297052e-35,0.0
1970777,2.5257462e-35,2.5257462e-35,0.0
1970795,1.5074535e-06,1.5074535e-06,0.0033293385
1970831,1.3070684e-35,1.3070684e-35,0.0
1970861,9.0946133e-07,9.0946133e-07,0.0037899446
1970891,1.803405e-32,1.803405e-32,9.313226e-10
1970933,1.7478622e-37,1.7478622e-37,0.0
1970953,0.00019009663,0.00019009663,0.047172822
1970995,1.713816e-36,1.713816e-36,0.0
1971331,0.00436393,0.00436393,0.025401074
1971333,0.0004104878,0.0004104878,0.0068671005
1971337,0.00019515374,0.00019515374,0.003536909
1971339,0.0016813601,0.0016813601,0.0139408
1971345,0.0060013714,0.0060013714,0.032179613
1971349,0.00059489626,0.00059489626,0.0064014085
1971351,0.0012253074,0.0012253074,0.011287532
1971359,0.0005996243,0.0005996243,0.005855428
1971363,0.007230869,0.007230869,0.04281248
1971367,0.0014621428,0.0014621428,0.012155881
1971371,0.0010754555,0.0010754555,0.013513365
1971375,0.006725495,0.006725495,0.039193496
1971381,0.0013726245,0.0013726245,0.048921533
1971385,0.00015095065,0.00015095065,0.03446224
1971389,0.0022685246,0.0022685246,0.113307886
1971397,0.00050829235,0.00050829235,0.006279327
1971399,0.021780377,0.021780377,0.056677338
1971407,0.0020985408,0.0020985408,0.097528875
1971411,0.0009851262,0.0009851262,0.00911635
1971413,0.007112593,0.007112593,0.03139061
1971417,0.0003155095,0.0003155095,0.004221419
1971419,0.009700981,0.009700981,0.053203937
1971421,0.0030580317,0.0030580317,0.02782709
1971437,0.007994343,0.007994343,0.031482473
1971443,0.0015505046,0.0015505046,0.015095576
1971453,0.0008419371,0.0008419371,0.008419614
1971479,0.000119704484,0.000119704484,0.0025073513
1971549,0.0011865605,0.0011865605,0.013006679
1971563,0.002009283,0.002009283,0.019298341
1971573,0.0001105853,0.0001105853,0.0034126379
1971605,0.0021515556,0.0021515556,0.020943288
1971639,0.02161584,0.02161584,0.085062176
1971653,0.013098354,0.013098354,0.044753887
1971743,0.0275743,0.0275743,0.070596375
1971749,0.0028035021,0.0028035021,0.020351814
3347697,0.029652651,0.029652651,0.08895103
3347707,0.003915623,0.003915623,0.042146467
3347713,0.012633675,0.012633675,0.26046714
3348451,3.371486e-05,3.371486e-05,0.00081521645
3348457,5.1590316e-05,5.1590316e-05,0.0014445027
3348459,0.0017735848,0.0017735848,0.039202068
3348461,0.00011333367,0.00011333367,0.0028842203
3348463,0.0013927543,0.0013927543,0.030984048
3348465,4.610629e-05,4.610629e-05,0.0011832882
3348467,2.8829016e-05,2.8829016e-05,0.0007182881
3348469,5.0473674e-05,5.0473674e-05,0.0011759829
3348471,0.0001242395,0.0001242395,0.0030438984
3348475,4.739426e-05,4.739426e-05,0.003026355
3348481,0.17319779,0.17319779,0.2216106
3348483,0.00078138977,0.00078138977,0.0067980606
3348495,0.019170918,0.019170918,0.07134702
3348497,0.00014529147,0.00014529147,0.0027080001
3348499,0.018732708,0.018732708,0.06104375
3348503,1.6632739e-05,1.6632739e-05,0.00043052807
3348505,2.3669594e-05,2.3669594e-05,0.0007644128
3348511,0.00016540094,0.00016540094,0.0025345385
3348515,0.00036911975,0.00036911975,0.0083598355
3348517,0.00031142376,0.00031142376,0.0096773505
3348525,0.0001357362,0.0001357362,0.004223299
3348527,0.00052683,0.00052683,0.006800629
3348533,0.0006314089,0.0006314089,0.007482252
3348551,0.010248048,0.010248048,0.2785771
3348559,0.0018368615,0.0018368615,0.014481757
3348567,3.269278e-05,3.269278e-05,0.0007719239
3348569,0.03335379,0.03335379,0.09128444
3348591,8.2991544e-05,8.2991544e-05,0.0016175732
3348593,0.00016539836,0.00016539836,0.005477938
3348595,7.0980495e-05,7.0980495e-05,0.0047823144
3348599,0.0025102568,0.0025102568,0.017341945
3348607,0.0008082383,0.0008082383,0.007911622
3348615,0.005644076,0.005644076,0.0284812
3348617,6.191509e-05,6.191509e-05,0.0014686463
3348621,3.5306228e-05,3.5306228e-05,0.000635365
3348623,0.0004174417,0.0004174417,0.0053141983
3348631,0.00048477907,0.00048477907,0.0072096447
3348635,0.0006152622,0.0006152622,0.008162688
3348639,0.000250672,0.000250672,0.004299582
3348641,0.00018357056,0.00018357056,0.007139235
3348643,6.514014e-05,6.514014e-05,0.0012379382
3348645,0.00041019346,0.00041019346,0.004703344
3348653,0.0049854936,0.0049854936,0.030479034
3348655,0.018559821,0.018559821,0.05641976
3348657,0.0009093889,0.0009093889,0.0066595674
3348675,0.0007472438,0.0007472438,0.0061018365
3348689,0.00013146782,0.00013146782,0.0020542918
3348691,0.00014487779,0.00014487779,0.002144847
3348693,0.000623136,0.000623136,0.007513729
3348705,0.03506404,0.03506404,0.07384199
3348707,0.0002797856,0.0002797856,0.0048318664
3348711,0.0037716893,0.0037716893,0.057918537
3348725,1.6617514e-05,1.6617514e-05,0.00047622155
3348727,0.00014419679,0.00014419679,0.002335066
3348729,3.1528432e-06,3.1528432e-06,0.00010736007
3348733,0.0013240096,0.0013240096,0.012369458
3348739,2.6235799e-05,2.6235799e-05,0.0005999729
3348743,6.6491784e-06,6.6491784e-06,0.0006047012
3348749,0.0003888395,0.0003888395,0.005250998
3348755,7.607637e-05,7.607637e-05,0.0009781355
3348757,2.1165336e-06,2.1165336e-06,0.00021689199
3348759,0.0041916994,0.0041916994,0.02532513
3348767,0.00083708036,0.00083708036,0.014407612
3348775,4.344997e-05,4.344997e-05,0.0007639453
3348777,9.385315e-05,9.385315e-05,0.0023231236
3348779,0.0002097225,0.0002097225,0.0036614202
3348785,0.00046552086,0.00046552086,0.00632092
3348791,4.5109748e-05,4.5109748e-05,0.0019277632
3348793,0.0014401464,0.0014401464,0.012611797
3348797,0.0005498662,0.0005498662,0.005713949
3348801,2.3769646e-05,2.3769646e-05,0.00060954504
3348805,1.8171495e-05,1.8171495e-05,0.004539064
3348809,0.0015368938,0.0015368938,0.017623711
3348813,4.08004e-05,4.08004e-05,0.0015566796
3348819,7.678576e-05,7.678576e-05,0.0013769846
3348821,0.00020592271,0.00020592271,0.0022900933
3348827,0.0003426633,0.0003426633,0.0037614116
3348829,0.002282918,0.002282918,0.015322533
3348831,0.0032084459,0.0032084459,0.019314727
3348833,0.0008689691,0.0008689691,0.008810379
3348841,0.0010419659,0.0010419659,0.008148056
3348845,0.010073397,0.010073397,0.04731942
3348849,0.00021577826,0.00021577826,0.0029511591
3348857,0.004114053,0.004114053,0.02407323
3348877,0.000397503,0.000397503,0.0043537254
3348879,0.006516205,0.006516205,0.03441004
3348885,0.06490305,0.06490305,0.099449754
3348893,0.00017982969,0.00017982969,0.002653298
3348895,0.0005417713,0.0005417713,0.01110423
3348899,0.00018420629,0.00018420629,0.0023524892
3348901,0.0011792708,0.0011792708,0.011482417
3348909,0.019248694,0.019248694,0.052174136
3348913,0.00047943782,0.00047943782,0.007609388
3348915,4.7233398e-06,4.7233398e-06,0.00029769633
3348921,0.036318906,0.036318906,0.10245161
3348925,6.345945e-06,6.345945e-06,0.00023496617
3348933,7.814453e-05,7.814453e-05,0.0016316138
3348939,0.00019484994,0.00019484994,0.0038611079
3348949,7.6152887e-06,7.6152887e-06,0.00047468022
3348951,0.00018990386,0.00018990386,0.002701831
3348955,0.00013103236,0.00013103236,0.0027671363
3348959,0.0003071824,0.0003071824,0.0063038124
3348963,0.00020137212,0.00020137212,0.004241525
3348973,0.00091901515,0.00091901515,0.011901861
3348975,0.00062392245,0.00062392245,0.0077660736
3348981,5.6714875e-06,5.6714875e-06,0.00017733965
3348983,2.1240435e-06,2.1240435e-06,0.00011320785
3348985,0.00019834137,0.00019834137,0.0028763423
3348991,0.0002323482,0.0002323482,0.0050016036
3348993,0.00012414946,0.00012414946,0.002621524
3349007,0.00044024043,0.00044024043,0.005739335
3349011,0.009294143,0.009294143,0.044681296
3349015,0.00015130306,0.00015130306,0.0028603124
3349017,0.00057023746,0.00057023746,0.005215384
3349019,0.00090263085,0.00090263085,0.008136258
3349025,0.0001692463,0.0001692463,0.0029145526
3349029,0.00020900216,0.00020900216,0.00425353
3349031,0.027506761,0.027506761,0.072208226
3349033,0.00048491682,0.00048491682,0.006160996
3349037,3.1338215e-05,3.1338215e-05,0.0018711453
3349041,0.0009353989,0.0009353989,0.011164973
3349043,0.00029724342,0.00029724342,0.0036524078
3349061,0.0007791598,0.0007791598,0.006408575
3349067,1.175313e-05,1.175313e-05,0.0003741989
3349073,0.0002450207,0.0002450207,0.0031571798
3349077,0.00017484021,0.00017484021,0.0031175902
3349083,0.0003976692,0.0003976692,0.0053596348
3349085,0.00021029031,0.00021029031,0.0034064595
3349087,1.2122363e-06,1.2122363e-06,7.9463236e-05
3349099,0.0006386269,0.0006386269,0.00825733
3349103,3.136273e-06,3.136273e-06,0.00016559009
3349109,8.6987144e-05,8.6987144e-05,0.0018537436
3349113,0.0018824027,0.0018824027,0.014943827
3349123,0.0006412864,0.0006412864,0.006948705
3349127,0.0006560991,0.0006560991,0.0071708634
3349131,2.6954587e-05,2.6954587e-05,0.0021231016
3349133,0.00079432206,0.00079432206,0.009415795
3349143,8.778028e-05,8.778028e-05,0.0014958717
3349155,0.00081963156,0.00081963156,0.0074595306
3349159,0.00014323264,0.00014323264,0.0032493938
3349161,0.00018417298,0.00018417298,0.0030361935
3349163,9.648036e-05,9.648036e-05,0.0019830456
3349165,3.263672e-05,3.263672e-05,0.00091595296
3349171,5.5678414e-05,5.5678414e-05,0.0011604857
3349173,0.02285987,0.02285987,0.05731557
3349175,0.0054041436,0.0054041436,0.027353795
3349181,0.005922156,0.005922156,0.033785414
3349183,0.00023173456,0.00023173456,0.0032147001
3349187,0.0032624651,0.0032624651,0.02810155
3349191,2.3126545e-06,2.3126545e-06,0.00016645994
3349197,0.00021208536,0.00021208536,0.0031482978
3349199,0.00079850317,0.00079850317,0.008477635
3349201,0.00026962697,0.00026962697,0.0041981237
3349205,0.00029063967,0.00029063967,0.005739568
3349213,0.00085548795,0.00085548795,0.012453805
3349219,0.0003496278,0.0003496278,0.004940521
3349221,0.00029173392,0.00029173392,0.0033934517
3349225,0.00010064671,0.00010064671,0.0020341752
3349231,0.0007247368,0.0007247368,0.0060606264
3349237,0.00038834783,0.00038834783,0.0050863503
3349257,0.0032116524,0.0032116524,0.024483118
3349259,0.025256326,0.025256326,0.060598485
3349261,9.268602e-05,9.268602e-05,0.0018541999
3349265,1.6781785e-05,1.6781785e-05,0.00039629918
3349275,0.032784037,0.032784037,0.07941219
3349283,4.56554e-05,4.56554e-05,0.0009904485
3349289,0.00072485977,0.00072485977,0.0113118775
3349293,2.826755e-05,2.826755e-05,0.0009380467
3349295,0.00013321494,0.00013321494,0.0023350967
3349301,1.8820485e-06,1.8820485e-06,9.650923e-05
3349303,0.00047641122,0.00047641122,0.0070611704
3349305,0.00010906307,0.00010906307,0.0019124718
3349307,0.00078359566,0.00078359566,0.0088859
3349311,0.00029033105,0.00029033105,0.005097771
3349333,0.00039680698,0.00039680698,0.0077673905
3349339,0.0015018801,0.0015018801,0.020935072
3349341,0.0006533073,0.0006533073,0.008177789
3349343,6.194624e-05,6.194624e-05,0.0013055308
3349349,1.5622118e-05,1.5622118e-05,0.0003971858
3349353,2.0979118e-05,2.0979118e-05,0.00076697767
3349363,2.109813e-05,2.109813e-05,0.0004438199
3349377,1.9124452e-06,1.9124452e-06,0.00013075769
3349385,0.0004017898,0.0004017898,0.0067944992
3349393,0.0020922094,0.0020922094,0.018442154
3349401,1.7488299e-05,1.7488299e-05,0.00041322783
3349405,2.005402e-05,2.005402e-05,0.00048616808
3349415,0.31978178,0.31978178,0.26226422
3349417,0.001302566,0.001302566,0.0672149
3349431,0.0004860019,0.0004860019,0.008049791
3349433,0.00031560185,0.00031560185,0.0043714447
3349469,0.0005602304,0.0005602304,0.006685242
3349475,0.00582442,0.00582442,0.055917867
3349485,0.0018174755,0.0018174755,0.0133331455
3349501,0.0001556668,0.0001556668,0.004378181
3349521,3.7521608e-05,3.7521608e-05,0.0008911351
3349535,3.5279016e-05,3.5279016e-05,0.0008485131
3349539,0.022965213,0.022965213,0.07813256
3349541,0.64064,0.64064,0.6476592
3349547,0.000118119715,0.000118119715,0.0019836714
3349551,0.0004879724,0.0004879724,0.0051129963
3349557,0.0007001543,0.0007001543,0.011189422
3349561,3.5017347e-05,3.5017347e-05,0.0010342728
3349567,0.0023754428,0.0023754428,0.019727582
3349569,0.0002270477,0.0002270477,0.0038118698
3349575,0.00042054316,0.00042054316,0.043393936
3349579,2.0347206e-05,2.0347206e-05,0.0005565733
3349589,1.6187382e-06,1.6187382e-06,0.00010123663
3349597,2.4444418e-05,2.4444418e-05,0.0005237628
3349607,0.00095247,0.00095247,0.012898772
3349611,0.014365421,0.014365421,0.049562275
3349613,0.0007878117,0.0007878117,0.011855621
3349615,0.00028796794,0.00028796794,0.008754709
